"","CROP.WILD.RELATIVE","Crop","GENEPOOL","GRAFTSTOCK","TRAIT","ONTOLOGY","BREEDING.TYPE","TaxonName","AccYear","ItemLocationName","IUCNRedList","IUCNRedListCode","LifeForm","NationalRedListCode","NationalRedList","RegionalRedList","RegionalRedListCode","Locality","MaterialType","AltitudeFrom","AltitudeTo","CoordLatDD","CoordLongDD","CountryName","ItemAccNoRef","ContactNameFull","TaxonNameFull","ItemAccNoFull","Cultivar","AccNoCons","CollNo","DetType","ProvenanceCode","ItemNo","AtrA_Variant","Collector","ItemConsNo","ItemStatusDate","ItemStatusCode","ItemType","AccNoFull","CollName","AccNo","CollNo.1","CollCode","Genus","ItemLocationRef","ItemSpecCount","SpecCount","variant"
"400","Picea rubens","Spruce",NA,NA,NA,NA,NA,"Picea rubens",2013,"Bartram","Least concern","LC","Tree","","","","","Roan Mt., Mitchell County","seed",1867,NA,36.095303,-82.428611,"United States of America","","W. J. Beal Botanical Garden","Picea rubens Sarg.","2013-0084.02","","41827/0-5673-2013","","","W",2,"","",NA,"2020-01-09","O","Planting","2013-0084","UBC Botanical Garden",84,"","UBC","Picea","","1","8",""
"401","Picea rubens","Spruce",NA,NA,NA,NA,NA,"Picea rubens",2013,"Bannister","Least concern","LC","Tree","","","","","Roan Mt., Mitchell County","seed",1867,NA,36.095303,-82.428611,"United States of America","","W. J. Beal Botanical Garden","Picea rubens Sarg.","2013-0084.04","","41827/0-5673-2013","","","W",4,"","",NA,"2019-07-31","O","Planting","2013-0084","UBC Botanical Garden",84,"","UBC","Picea","","1","8",""
"402","Picea rubens","Spruce",NA,NA,NA,NA,NA,"Picea rubens",2013,"Extensive northwestern bed and lawn","Least concern","LC","Tree","","","","","Roan Mt., Mitchell County","seed",1867,NA,36.095303,-82.428611,"United States of America","","W. J. Beal Botanical Garden","Picea rubens Sarg.","2013-0084.03","","41827/0-5673-2013","","","W",3,"","",NA,"2019-03-05","O","Planting","2013-0084","UBC Botanical Garden",84,"","UBC","Picea","","1","8",""
"403","Picea rubens","Spruce",NA,NA,NA,NA,NA,"Picea rubens",2013,"Rafinesque","Least concern","LC","Tree","","","","","Roan Mt., Mitchell County","seed",1867,NA,36.095303,-82.428611,"United States of America","","W. J. Beal Botanical Garden","Picea rubens Sarg.","2013-0084.01","","41827/0-5673-2013","","","W",1,"","",NA,"2020-01-23","O","Planting","2013-0084","UBC Botanical Garden",84,"","UBC","Picea","","1","8",""
"404","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"East Pinetum","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.12","","","bjs.2016-0048","","W",12,"","Stormes, Ben",NA,"2018-12-13","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"405","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Middle central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.09","","","bjs.2016-0048","","W",9,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"406","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Middle east bed adjacent to Ropes Course","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.16","","","bjs.2016-0048","","W",16,"","Stormes, Ben",NA,"2019-04-01","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"407","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Upper large bed between stadium and path","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.15","","","bjs.2016-0048","","W",15,"","Stormes, Ben",NA,"2019-04-11","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"408","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Upper large bed between stadium and path","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.13","","","bjs.2016-0048","","W",13,"","Stormes, Ben",NA,"2019-01-11","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"409","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2005,"Narrow bed along fenceline southeast of pond","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","","unknown",NA,NA,NA,NA,"","","2004 Lost accession number, given new number","Picea sitchensis (Bong.) Carrière","2005-0129.01","","37709/0-1004-2005","","","U",1,"","",NA,"2018-03-07","O","Planting","2005-0129","UBC Botanical Garden",129,"","UBC","Picea","","1","1",""
"410","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Narrow bed along fenceline southeast of pond","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.11","","","bjs.2016-0048","","W",11,"","Stormes, Ben",NA,"2018-12-13","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"411","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Middle east bed adjacent to Ropes Course","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.17","","","bjs.2016-0048","","W",17,"","Stormes, Ben",NA,"2019-04-11","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"412","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Upper large bed between stadium and path","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.14","","","bjs.2016-0048","","W",14,"","Stormes, Ben",NA,"2019-04-01","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"413","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2011,"Upper large bed between stadium and path","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Squamish","seed",15,NA,49.75,-123.116667,"Canada","","BC Forest Services, ?Victoria, BC, Canada","Picea sitchensis (Bong.) Carrière","2011-0057.01","","40341/0-0332-2011","","","W",1,"","",NA,"2016-05-01","O","Planting","2011-0057","UBC Botanical Garden",57,"","UBC","Picea","","1","101",""
"414","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Southmost central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.03","","","bjs.2016-0048","","W",3,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"415","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Southmost central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.02","","","bjs.2016-0048","","W",2,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"416","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Middle central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.08","","","bjs.2016-0048","","W",8,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"417","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Middle central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.07","","","bjs.2016-0048","","W",7,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"418","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis 'Bentham's Sunlight'",1978,"Rock walls plus downslope bed to main path","","","Tree","","","","","Haida Gwaii","unrooted cutting",NA,NA,NA,NA,"Canada","","Mr. Gordon Bentham","Picea sitchensis (Bong.) Carrière 'Bentham's Sunlight'","1978-0871.01","'Bentham's Sunlight'","18012/0-0358-1978","","","W",1,"","",NA,"2018-03-27","O","Planting","1978-0871","UBC Botanical Garden",871,"","UBC","Picea","Section 2","1","1","Bentham's Sunlight'"
"419","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Southmost central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.04","","","bjs.2016-0048","","W",4,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"420","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",1975,"Rainforest - Southeast most bed adjacent to Ropes Course","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Hope Slide, east of slide,  in gravel pit north side of road by big rock at east end of meadows","plant",610,NA,49.383333,-121.383333,"Canada","","Rose, Allan A.","Picea sitchensis (Bong.) Carrière","1975-0782.01","","12512/0-0284-1975","AAR.75923","","W",1,"","Rose, Allan A.",NA,"1975-01-01","P","Planting","1975-0782","UBC Botanical Garden",782,"AAR.75923","UBC","Picea","","1","1",""
"421","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Southmost central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.05","","","bjs.2016-0048","","W",5,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"422","Picea sitchensis","Spruce",NA,NA,NA,NA,NA,"Picea sitchensis",2016,"Southmost central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.01","","","bjs.2016-0048","","W",1,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","",""
"423","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",1973,"Upper large bed between stadium and path","","","Tree","","","Yellow-listed British Columbia","YW","ca. 5 mi. ne of Ladner","plant",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Pinus contorta Douglas ex Loudon var. contorta","1973-0297.01","","06315/0-0212-1973","","","W",1,"","",NA,"2007-12-14","B","Planting","1973-0297","UBC Botanical Garden",297,"","UBC","Pinus","","1","1","contorta"
"424","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta 'Spaan's Dwarf'",1983,"Bed 2 North America (Alpine Garden)","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","A. Goddard, Den-Alan Nurseries Ltd., 4290 Blenkinsop Rd., Victoria, BC, Canada","Pinus contorta Douglas ex Loudon 'Spaan's Dwarf'","1983-0429.02","'Spaan's Dwarf'","22688/0-0359-1983","","","G",2,"","",NA,"2018-08-14","O","Planting","1983-0429","UBC Botanical Garden",429,"","UBC","Pinus","Section 2","1","2","Spaan's Dwarf'"
"425","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",2016,"Bed 3 Bulb Frame (Alpine Garden)","","","Tree","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","2016-0039.01","Glenn Patterson, 4761 Pilot House, West Vancouver, BC, Canada","Pinus contorta Douglas ex Loudon var. contorta","2016-0039.02","","","","cf.","G",2,"","",NA,"2020-06-17","O","Planting","2016-0039","UBC Botanical Garden",39,"","UBC","Pinus","","1","2","contorta"
"426","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",2016,"Rock wall to area by hairpin turn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.10","","","bjs.2016-0050","","W",10,"","Stormes, Ben",NA,"2020-04-24","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","contorta"
"427","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",2016,"Rock wall to area by hairpin turn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.09","","","bjs.2016-0050","","W",9,"","Stormes, Ben",NA,"2020-04-24","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","contorta"
"428","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",2016,"Rock wall to area by hairpin turn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.11","","","bjs.2016-0050","","W",11,"","Stormes, Ben",NA,"2020-04-24","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","contorta"
"429","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta",1961,"North (PP Plan #46), Nitobe Memorial Garden","Least concern","LC","Tree","","","","","","plant",NA,NA,NA,NA,"","","Buildings & Grounds (ex Physical Plant), UBC, Vancouver, BC, Canada","Pinus contorta Douglas ex Loudon","1961-0005.01","","08711/0-0104-1961","","","G",1,"","",NA,"1961-01-01","P","Planting","1961-0005","UBC Botanical Garden",5,"","UBC","Pinus","","1","1",""
"430","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",1972,"Winter Garden","","","Tree","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Lohbrunner Gardens & Mrs.Ethel, 1101 Lohbrunner Rd., Victoria, BC, Canada","Pinus contorta Douglas ex Loudon var. contorta","1972-0779.01","","15164/0-0117-1972","","","G",1,"","",NA,"2019-07-19","O","Planting","1972-0779","UBC Botanical Garden",779,"","UBC","Pinus","","1","1","contorta"
"431","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta 'Spaan's Dwarf'",2010,"Bed 3 North America (Alpine Garden)","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Shop in the Garden","Pinus contorta Douglas ex Loudon 'Spaan's Dwarf'","2010-0255.01","'Spaan's Dwarf'","39838/0-0628-2010","","","G",1,"","",NA,"2019-06-27","O","Planting","2010-0255","UBC Botanical Garden",255,"","UBC","Pinus","Section 3","1","1","Spaan's Dwarf'"
"432","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",1975,"Rock walls plus downslope bed to main path","","","Tree","","","Yellow-listed British Columbia","YW","Paradise Valley, Squamish, road from Seymoure Park to woodlands, both sides of roadway","plant",30,NA,49.416667,-122.966667,"Canada","","Rose, Allan A.","Pinus contorta Douglas ex Loudon var. contorta","1975-0742.02","","12426/0-0284-1975","AAR.75881","","W",2,"","Rose, Allan A.",NA,"2018-03-27","O","Planting","1975-0742","UBC Botanical Garden",742,"AAR.75881","UBC","Pinus","Section 2","1","2","contorta"
"433","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta 'Minima'",1976,"Bed 2 North America (Alpine Garden)","","","Tree","","","","","","unrooted cutting",NA,NA,NA,NA,"","","Paul Palomino, Seaford, Long Island, NY, USA","Pinus contorta Dougl.Ex Loud. 'Minima'","1976-0728.01","'Minima'","14794/0-0188-1976","","","G",1,"","",NA,"2018-08-14","O","Planting","1976-0728","UBC Botanical Garden",728,"","UBC","Pinus","Section 2","1","2","Minima'"
"434","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.05","","","bjs.2016-0050","","W",5,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","contorta"
"435","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta",1978,"North (PP Plan #46), Nitobe Memorial Garden","Least concern","LC","Tree","","","","","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Pinus contorta Douglas ex Loudon","1978-0754.01","","17294/0-0075-1978","","","U",1,"","",NA,"1978-01-01","P","Planting","1978-0754","UBC Botanical Garden",754,"","UBC","Pinus","","1","1",""
"436","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.08","","","bjs.2016-0050","","W",8,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","contorta"
"437","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. latifolia",1975,"Rainforest - Southeast most bed adjacent to Ropes Course","","","Tree","","","Yellow-listed British Columbia","YW","Keremeos (west of) in old gravel pit along roadside","plant",610,NA,49.216667,-119.833333,"Canada","","Rose, Allan A.","Pinus contorta Dougl.Ex Loud. var. latifolia Engelm. ex S.Watson","1975-0783.01","","12513/0-0284-1975","AAR.75909","","W",1,"","Rose, Allan A.",NA,"1975-01-01","P","Planting","1975-0783","UBC Botanical Garden",783,"AAR.75909","UBC","Pinus","","1","1","latifolia"
"438","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta 'Minima'",1976,"Bed 6 North America (Alpine Garden)","","","Tree","","","","","","unrooted cutting",NA,NA,NA,NA,"","1976-0728.01","Paul Palomino, Seaford, Long Island, NY, USA","Pinus contorta Dougl.Ex Loud. 'Minima'","1976-0728.02","'Minima'","14794/0-0188-1976","","","G",2,"","",NA,"2018-11-06","O","Planting","1976-0728","UBC Botanical Garden",728,"","UBC","Pinus","Section 2","1","2","Minima'"
"439","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.04","","","bjs.2016-0050","","W",4,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","contorta"
"440","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",2016,"Rock wall to area by hairpin turn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.01","","","bjs.2016-0050","","W",1,"","Stormes, Ben",NA,"2020-04-24","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","contorta"
"441","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.02","","","bjs.2016-0050","","W",2,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","contorta"
"442","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.03","","","bjs.2016-0050","","W",3,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","contorta"
"443","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.06","","","bjs.2016-0050","","W",6,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","contorta"
"444","Pinus contorta","Pine",NA,NA,NA,NA,NA,"Pinus contorta var. contorta",1975,"Bog and adjacent pond","","","Tree","","","Yellow-listed British Columbia","YW","Paradise Valley, Squamish, road from Seymoure Park to woodlands, both sides of roadway","plant",30,NA,49.416667,-122.966667,"Canada","","Rose, Allan A.","Pinus contorta Douglas ex Loudon var. contorta","1975-0742.01","","12426/0-0284-1975","AAR.75881","","W",1,"","Rose, Allan A.",NA,"2016-05-01","O","Planting","1975-0742","UBC Botanical Garden",742,"AAR.75881","UBC","Pinus","","1","2","contorta"
"445","Pinus flexilis","Pine",NA,NA,NA,NA,NA,"Pinus flexilis",2015,"Bed 2 North America (Alpine Garden)","Least concern","LC","Tree","NS","No Status SARA","Blue listed British Columbia","BE","Kanaskis area, Bull Creek Hills, Hwy. 541, 37.8 km west of Longview, to trailhead, Sentinel Recreation Area","seedling",1900,NA,50.42,-114.54,"Canada","2015-0483.88","Miscellaneous Contributors, see separate listing","Pinus flexilis E.James","2015-0483.03","","","","","W",3,"","",NA,"2018-08-13","O","Planting","2015-0483","UBC Botanical Garden",483,"","UBC","Pinus","Section 2","1","",""
"446","Pinus flexilis","Pine",NA,NA,NA,NA,NA,"Pinus flexilis",2015,"Nursery","Least concern","LC","Tree","NS","No Status SARA","Blue listed British Columbia","BE","Kanaskis area, Bull Creek Hills, Hwy. 541, 37.8 km west of Longview, to trailhead, Sentinel Recreation Area","seedling",1900,NA,50.42,-114.54,"Canada","","Miscellaneous Contributors, see separate listing","Pinus flexilis E.James","2015-0483.88","","","","","W",88,"","",NA,"2019-09-10","PRO","Planting","2015-0483","UBC Botanical Garden",483,"","UBC","Pinus","","1","",""
"447","Pinus resinosa","Pine",NA,NA,NA,NA,NA,"Pinus resinosa",2018,"Nursery","Least concern","LC","Tree","","","","","Lake Temagami - Narrows Island","seed",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Pinus resinosa Aiton","2018-0780.88","","","bjs.18.32","","W",88,"","Stormes, Ben",NA,"2019-09-10","PRO","Planting","2018-0780","UBC Botanical Garden",780,"bjs.18.32","UBC","Pinus","","5","",""
"448","Pinus rigida","Pine",NA,NA,NA,NA,NA,"Pinus rigida",2007,"Fraser","Least concern","LC","Tree","","","","","","seed",NA,NA,NA,NA,"","","Pinelands Nursery & Supply","Pinus rigida Mill.","2007-0249.02","","38612/0-5650-2007","","","G",2,"","",NA,"2020-01-09","O","Planting","2007-0249","UBC Botanical Garden",249,"","UBC","Pinus","","1","60",""
"449","Pinus strobus","Pine",NA,NA,NA,NA,NA,"Pinus strobus",2017,"Marshall","Least concern","LC","Tree","","","","","Narrows Island crown land, Lake Temagami","plant",NA,NA,46.930254,-80.098789,"Canada","","Stormes, Ben","Pinus strobus L.","2017-0249.01","","","bjs.17.035","","W",1,"","Stormes, Ben",NA,"2020-05-12","P","Planting","2017-0249","UBC Botanical Garden",249,"bjs.17.035","UBC","Pinus","","1","6",""
"450","Pinus strobus","Pine",NA,NA,NA,NA,NA,"Pinus strobus 'Blue Shag'",1992,"Pavilion, upper bed on east side overlooking Alpine Garden","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Mr. Gordon Bentham","Pinus strobus L. 'Blue Shag'","1992-0110.01","'Blue Shag'","29256/0-0358-1992","","","G",1,"","",NA,"2019-06-17","O","Planting","1992-0110","UBC Botanical Garden",110,"","UBC","Pinus","","1","1","Blue Shag'"
"451","Pinus strobus","Pine",NA,NA,NA,NA,NA,"Pinus strobus",2008,"Tradescant","Least concern","LC","Tree","","","","","","plant",NA,NA,NA,NA,"","","Hutchinson Nursery","Pinus strobus L.","2008-0121.01","","38977/0-5665-2008","","","G",1,"","",NA,"2020-02-05","O","Planting","2008-0121","UBC Botanical Garden",121,"","UBC","Pinus","","1","2",""
"452","Pinus strobus","Pine",NA,NA,NA,NA,NA,"Pinus strobus",2007,"Bartram","Least concern","LC","Tree","","","","","","balled & burlapped plant",NA,NA,NA,NA,"","","Pine Meadows Tree Farms Ltd.","Pinus strobus L.","2007-0198.02","","38558/0-5670-2007","","","G",2,"","",NA,"2020-01-09","O","Planting","2007-0198","UBC Botanical Garden",198,"","UBC","Pinus","","1","5",""
