"","CROP.WILD.RELATIVE","Crop","GENEPOOL","GRAFTSTOCK","TRAIT","ONTOLOGY","BREEDING.TYPE","X..COLLECTION","TAXON","RECD_AS","W.wild.source.z.cultivated.source.but.of.known.wild.origin","PSOURCE_ORIGINAL","COLLECTION_INFORMATION","How.Received","Location.code","Qté","ID.verified","VERI_BY","VERI_DT","FAMILY","variant"
"1101","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"270-1996*A","Thuja occidentalis","Thuja occidentalis","G","Pépinière Brossard, Inc. Ville de Brossard, Qc. Arrivage 1992"," ","PT","JINS-SMA","mass"," "," "," ","Cupressaceae",""
"1102","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1736-2007*B","Thuja occidentalis 'Smaragd'","Thuja occidentalis 'Smaragd'","G","Pépinière Villeneuve Enr., QC, CA"," ","PT","JPTR","3"," "," "," ","Cupressaceae","Smaragd'"
"1103","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1238-97-2013*O","Thuja occidentalis 'Sherwood Moss'","Thuja occidentalis 'Sherwood Moss'","G","Au Jardin de Jean-Pierre enr., Qc"," ","CT","JFRU-15C","1"," "," "," ","Cupressaceae","Sherwood Moss'"
"1104","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1165-1992*B","Thuja occidentalis 'Smaragd'","Thuja occidentalis 'Smaragd'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JMTL-D","2"," "," "," ","Cupressaceae","Smaragd'"
"1105","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"2505-1985*A","Thuja occidentalis 'Sherwood Moss'","Thuja occidentalis 'Sherwood Moss'","G","Vineland Nurseries, Vineland Station, Ont."," ","PT","JCHI-H","1"," "," "," ","Cupressaceae","Sherwood Moss'"
"1106","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1738-2014*F","Thuja occidentalis 'Filip's Magic Moment'","Thuja occidentalis 'Filip's Magic Moment'","G","Spring Meadow Nursery, Mi, USA"," ","PT","JFRU-21","2"," "," "," ","Cupressaceae","Filip's Magic Moment'"
"1107","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"2427-1988*D","Thuja occidentalis 'Degroot's Spire'","Thuja occidentalis 'Degroots Spire'","G","Pép. Auclair & fils, QC"," ","PT","JMTL-C","1"," "," "," ","Cupressaceae","Degroot's Spire'"
"1108","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1002-1996*A","Thuja occidentalis 'Sunkist'","Thuja occidentalis 'Sunkist'","G","Pépinière Villeneuve enr. L'Assomption, Québec"," ","PT","JECO-ORN","mass"," "," "," ","Cupressaceae","Sunkist'"
"1109","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"2243-2008*A","Thuja occidentalis","Thuja occidentalis","G","Christian Chabot Inc."," ","PT","JANN","1"," "," "," ","Cupressaceae",""
"1110","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1238-97-2013*C","Thuja occidentalis 'Sherwood Moss'","Thuja occidentalis 'Sherwood Moss'","G","Au Jardin de Jean-Pierre enr., Qc"," ","CT","JFRU-15B","1"," "," "," ","Cupressaceae","Sherwood Moss'"
"1111","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1238-97-2013*D","Thuja occidentalis 'Sherwood Moss'","Thuja occidentalis 'Sherwood Moss'","G","Au Jardin de Jean-Pierre enr., Qc"," ","CT","JFRU-15C","1"," "," "," ","Cupressaceae","Sherwood Moss'"
"1112","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1992-2001*B","Thuja occidentalis","Thuja occidentalis","G","Pépinière François Lemay Inc."," ","PT","JPRE-ERB","6"," "," "," ","Cupressaceae",""
"1113","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"835-2014*A","Thuja occidentalis 'Fastigiata'","Thuja occidentalis 'Fastigiata'","G","Pépinière Municipale de L'Assomption"," ","PT","JFRU-13SUD","15"," "," "," ","Cupressaceae","Fastigiata'"
"1114","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"3529-37-1969*A","Thuja occidentalis 'Wagneri'","Thuja occidentalis 'Wagneri'","G","Boyce Thompson Arboretum, NY"," ","CT","JCHI","3"," "," "," ","Cupressaceae","Wagneri'"
"1115","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1238-97-2013*B","Thuja occidentalis 'Sherwood Moss'","Thuja occidentalis 'Sherwood Moss'","G","Au Jardin de Jean-Pierre enr., Qc"," ","CT","JFRU-15A","1"," "," "," ","Cupressaceae","Sherwood Moss'"
"1116","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1738-2014*C","Thuja occidentalis 'Filip's Magic Moment'","Thuja occidentalis 'Filip's Magic Moment'","G","Spring Meadow Nursery, Mi, USA"," ","PT","JFRU-21","4"," "," "," ","Cupressaceae","Filip's Magic Moment'"
"1117","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1238-97-2013*K","Thuja occidentalis 'Sherwood Moss'","Thuja occidentalis 'Sherwood Moss'","G","Au Jardin de Jean-Pierre enr., Qc"," ","CT","JFRU-15C","1"," "," "," ","Cupressaceae","Sherwood Moss'"
"1118","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1980-2001*B","Thuja occidentalis","Thuja occidentalis","G","Pépinière de Terrebonne, Qc"," ","PT","JPRE-ALP","3"," "," "," ","Cupressaceae",""
"1119","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1980-2001*D","Thuja occidentalis","Thuja occidentalis","G","Pépinière de Terrebonne, Qc"," ","PT","JPRE-ALP","5"," "," "," ","Cupressaceae",""
"1120","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1738-2014*G","Thuja occidentalis 'Filip's Magic Moment'","Thuja occidentalis 'Filip's Magic Moment'","G","Spring Meadow Nursery, Mi, USA"," ","PT","JFRU-21","2"," "," "," ","Cupressaceae","Filip's Magic Moment'"
"1121","Thuja occidentalis","Cedar",NA,NA,NA,NA,NA,"1738-2014*E","Thuja occidentalis 'Filip's Magic Moment'","Thuja occidentalis 'Filip's Magic Moment'","G","Spring Meadow Nursery, Mi, USA"," ","PT","JFRU-21","2"," "," "," ","Cupressaceae","Filip's Magic Moment'"
"1122","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"2430-1988*A","Thuja plicata 'Cuprea'","Thuja plicata 'Cuprea'","G","Pép. Auclair & fils, QC"," ","PT","JALP-Z","1"," "," "," ","Cupressaceae","Cuprea'"
"1123","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"1739-2014*B","Thuja plicata 'Whipcord'","Thuja plicata 'Whipcord'","G","Spring Meadow Nursery, Mi, USA"," ","PT","JFRU-ROC","1"," "," "," ","Cupressaceae","Whipcord'"
"1124","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"2429-1988*A","Thuja plicata 'Stoneham Gold'","Thuja plicata 'Stoneham Gold'","G","Pép. Auclair & fils, QC"," ","PT","JALP-Z","1"," "," "," ","Cupressaceae","Stoneham Gold'"
"1125","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"1381-2011*A","Thuja plicata [Sugar and Spice] = 'De Rakt'","Thuja plicata 'Sugar and Spice'","G","Pép. Québec Multiplants "," ","PT","JFRU-S","3"," "," "," ","Cupressaceae","Sugar and Spice] = 'De Rakt'"
"1126","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"2430-1988*D","Thuja plicata 'Cuprea'","Thuja plicata 'Cuprea'","G","Pép. Auclair & fils, QC"," ","PT","JALP-5","1"," "," "," ","Cupressaceae","Cuprea'"
"1127","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"8208-39-1969*A","Thuja plicata","Thuja plicata","U","UBC Vancouver, CA"," ","SD","JPRE-ALP","1"," "," "," ","Cupressaceae",""
"1128","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"2046-2010*A","Thuja plicata 'Whipcord'","Thuja plicata 'Whipcord'","G","Boutique Jbm"," ","PT","JALP-2","1"," "," "," ","Cupressaceae","Whipcord'"
"1129","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"2429-1988*C","Thuja plicata 'Stoneham Gold'","Thuja plicata 'Stoneham Gold'","G","Pép. Auclair & fils, QC"," ","PT","JALP-T","2"," "," "," ","Cupressaceae","Stoneham Gold'"
"1130","Thuja plicata","Cedar",NA,NA,NA,NA,NA,"2429-88-1992*A","Thuja plicata 'Stoneham Gold'","Thuja plicata 'Stoneham Gold'","G","Pép. Auclair & fils, QC"," ","PT","JFRU-13NOR","3"," "," "," ","Cupressaceae","Stoneham Gold'"
"1131","Tilia americana","Linden",NA,NA,NA,NA,NA,"1531-2005*A","Tilia americana","Tilia americana","U","Provenance inconnue - JSOU"," ","XX","JSOU-F2","1"," "," "," ","Malvaceae",""
"1132","Tilia americana","Linden",NA,NA,NA,NA,NA,"1531-2005*B","Tilia americana","Tilia americana","U","Provenance inconnue - JSOU"," ","XX","JSOU-L6","1"," "," "," ","Malvaceae",""
"1133","Tilia americana","Linden",NA,NA,NA,NA,NA,"1531-2005*C","Tilia americana","Tilia americana","U","Provenance inconnue - JSOU"," ","XX","JSOU-K2","1"," "," "," ","Malvaceae",""
"1134","Tilia americana","Linden",NA,NA,NA,NA,NA,"2084-2009*A","Tilia americana","Tilia americana","U","Existant au Coin du Québec, sans numéro d'enregistrement"," ","PT","JQUE-3","1"," "," "," ","Malvaceae",""
"1135","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1339-2003*D","Tsuga canadensis [Emerald King] = 'Monen'","Tsuga canadensis Emerald King","G","Monrovia Nursery Co"," ","PT","JFRU-08C","1"," "," "," ","Pinaceae","Emerald King] = 'Monen'"
"1136","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2561-1985*A","Tsuga canadensis 'Sargentii'","Tsuga canadensis 'Sargentii'","G","Pépinière Brossard Inc., Ville Brossard, P.Q."," ","PT","JSOU-J5","1"," "," "," ","Pinaceae","Sargentii'"
"1137","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1331-2011*A","Tsuga canadensis 'Ashfield Weeper'","Tsuga canadensis 'Ashfield Weeper'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-04-05","1"," "," "," ","Pinaceae","Ashfield Weeper'"
"1138","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"747-2011*A","Tsuga canadensis","Tsuga canadensis","G","Pépinière Municipale de L'Assomption"," ","PT","JALP-M","3"," "," "," ","Pinaceae",""
"1139","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2561-1985*B","Tsuga canadensis 'Sargentii'","Tsuga canadensis 'Sargentii'","G","Pépinière Brossard Inc., Ville Brossard, P.Q."," ","PT","JSOU-L5","1"," "," "," ","Pinaceae","Sargentii'"
"1140","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2146-1992*B","Tsuga canadensis 'Gracilis'","Tsuga canadensis 'Nana Gracilis'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JSOU-N7","1"," "," "," ","Pinaceae","Gracilis'"
"1141","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2772-1985*C","Tsuga canadensis 'Bennett'","Tsuga canadensis 'Bennett'","G","Hortico Inc., Waterdown, Ontario."," ","PT","JALP-T","1"," "," "," ","Pinaceae","Bennett'"
"1142","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1961-1993*C","Tsuga canadensis 'Aurea'","Tsuga canadensis 'Aurea Compacta'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JSOU-E3","4"," "," "," ","Pinaceae","Aurea'"
"1143","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2514-1987*D","Tsuga canadensis 'Swain'","Tsuga canadensis 'Swain'","G","Hortico Inc., Waterdown, Ontario."," ","PT","JSOU-B1","3"," "," "," ","Pinaceae","Swain'"
"1144","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2142-1992*D","Tsuga canadensis 'Cole's Prostrate'","Tsuga canadensis ''Cole'(Prostata)'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JSOU-N7","1"," "," "," ","Pinaceae","Cole's Prostrate'"
"1145","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2290-1993*A","Tsuga canadensis","Tsuga canadensis","G","Pépinière Sheridan"," ","PT","JCHI-A","1"," "," "," ","Pinaceae",""
"1146","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"870-2005*A","Tsuga canadensis 'Albo-spica'","Tsuga canadensis 'Albospica'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JSOU-I1","1"," "," "," ","Pinaceae","Albo-spica'"
"1147","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2128-1994*C","Tsuga canadensis","Tsuga canadensis","U","Couches de l'alpinum, semis 89 par P.Brochu"," ","PT","JCHI-A","4"," "," "," ","Pinaceae",""
"1148","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2077-1992*C","Tsuga canadensis 'Horsford Contorted'","Tsuga canadensis 'Horsford Contorted'","G","Vineland Nurseries, Vineland Station, Ont."," ","PT","JALP-1","1"," "," "," ","Pinaceae","Horsford Contorted'"
"1149","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2561-1985*C","Tsuga canadensis 'Sargentii'","Tsuga canadensis 'Sargentii'","G","Pépinière Brossard Inc., Ville Brossard, P.Q."," ","PT","JSOU-M1","1"," "," "," ","Pinaceae","Sargentii'"
"1150","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1922-2006*A","Tsuga canadensis 'Moren'","Tsuga canadensis 'Moren'","G","Pépinière Abbotsford Inc. "," ","PT","JSOU-Q2","1"," "," "," ","Pinaceae","Moren'"
"1151","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2082-1992*C","Tsuga canadensis 'Verkade Recurved'","Tsuga canadensis 'Verkade Recurved'","G","Vineland Nurseries, Vineland Station, Ont."," ","PT","JALP-R","1"," "," "," ","Pinaceae","Verkade Recurved'"
"1152","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2514-1987*E","Tsuga canadensis 'Swain'","Tsuga canadensis 'Swain'","G","Hortico Inc., Waterdown, Ontario."," ","PT","JALP-5","1"," "," "," ","Pinaceae","Swain'"
"1153","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1851-2009*B","Tsuga canadensis","Tsuga canadensis","G","Pépinière François Lemay Inc."," ","PT","JCHI-H","3"," "," "," ","Pinaceae",""
"1154","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2879-1983*A","Tsuga canadensis 'Cole's Prostrate'","Tsuga canadensis 'Coles Prostrata'","G","John Vermeulen & Son Inc., Neshanic Station, N.J., USA"," ","PT","JALP-M","1"," "," "," ","Pinaceae","Cole's Prostrate'"
"1155","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2776-1985*A","Tsuga canadensis 'Hiti'","Tsuga canadensis 'Pomfret'","G","Hortico Inc., Waterdown, Ontario."," ","PT","JSOU-D2","1"," "," "," ","Pinaceae","Hiti'"
"1156","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1322-1997*A","Tsuga canadensis","Tsuga canadensis","G","Pépinière de Terrebonne, Ville de Montréal, par Fernand Boivin, JBM"," ","PT","JJAP-K3","1"," "," "," ","Pinaceae",""
"1157","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2900-1983*A","Tsuga canadensis 'Starker'","Tsuga canadensis 'Westcoast Creeper'","G","John Vermeulen & Son Inc., Neshanic Station, N.J., USA"," ","PT","JALP-T","1"," "," "," ","Pinaceae","Starker'"
"1158","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2450-1988*B","Tsuga canadensis 'Curly'","Tsuga canadensis 'Curly'","G","Auclair-Frères Inc., Mont St-Hilaire, Qc."," ","PT","JALP-5","1"," "," "," ","Pinaceae","Curly'"
"1159","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1488-2012*A","Tsuga canadensis 'Betty Rose'","Tsuga canadensis 'Betty Rose'","G","Klehm's Song Sparrow "," ","PT","JFRU-ROC","1"," "," "," ","Pinaceae","Betty Rose'"
"1160","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1341-1996*C","Tsuga canadensis","Tsuga canadensis","G","De Pépinière Giorgio Nanni, hort. retraité.Les Cèdres (Québec)"," ","PT","JJAP-H3","3"," "," "," ","Pinaceae",""
"1161","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1740-1990*A","Tsuga canadensis 'Albo-spica'","Tsuga canadensis 'Alba Picta'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JALP-5","1"," "," "," ","Pinaceae","Albo-spica'"
"1162","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1922-2006*B","Tsuga canadensis 'Moren'","Tsuga canadensis 'Moren'","G","Pépinière Abbotsford Inc. "," ","PT","JSOU-Q2","1"," "," "," ","Pinaceae","Moren'"
"1163","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2077-1992*A","Tsuga canadensis 'Horsford Contorted'","Tsuga canadensis 'Horsford Contorted'","G","Vineland Nurseries, Vineland Station, Ont."," ","PT","JALP-Q","1"," "," "," ","Pinaceae","Horsford Contorted'"
"1164","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"991-1998*A","Tsuga canadensis 'Slenderella'","Tsuga canadensis 'Slenderella'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-13CTR","3"," "," "," ","Pinaceae","Slenderella'"
"1165","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1577-2011*A","Tsuga canadensis 'Jeddeloh'","Tsuga canadensis 'Jeddeloh'","G","Boutique Jbm"," ","PT","JALP-I","1"," "," "," ","Pinaceae","Jeddeloh'"
"1166","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1836-1986*B","Tsuga canadensis 'Hussii'","Tsuga canadensis 'Hussii'","G","Wildwood Gardens, Chardon, Ohio. Par: D. Easterbrook"," ","PT","JALP-5","1"," "," "," ","Pinaceae","Hussii'"
"1167","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2914-1990*B","Tsuga canadensis","Tsuga canadensis","G","Pépinière Cramer, Québec"," ","PT","JCHI-B","1"," "," "," ","Pinaceae",""
"1168","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1577-2011*C","Tsuga canadensis 'Jeddeloh'","Tsuga canadensis 'Jeddeloh'","G","Boutique Jbm"," ","PT","JALP-N","1"," "," "," ","Pinaceae","Jeddeloh'"
"1169","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"747-2011*B","Tsuga canadensis","Tsuga canadensis","G","Pépinière Municipale de L'Assomption"," ","PT","JALP-M","2"," "," "," ","Pinaceae",""
"1170","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1341-1996*L","Tsuga canadensis","Tsuga canadensis","G","De Pépinière Giorgio Nanni, hort. retraité.Les Cèdres (Québec)"," ","PT","JSOU-Q1","3"," "," "," ","Pinaceae",""
"1171","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2128-1994*B","Tsuga canadensis","Tsuga canadensis","U","Couches de l'alpinum, semis 89 par P.Brochu"," ","PT","JCHI-H","8"," "," "," ","Pinaceae",""
"1172","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1476-2008*B","Tsuga canadensis 'Moon Frost'","Tsuga canadensis 'Moon Frost'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-07C","3"," "," "," ","Pinaceae","Moon Frost'"
"1173","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1341-1996*H","Tsuga canadensis","Tsuga canadensis","G","De Pépinière Giorgio Nanni, hort. retraité.Les Cèdres (Québec)"," ","PT","JJAP-H1","1"," "," "," ","Pinaceae",""
"1174","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"505-2009*A","Tsuga canadensis","Tsuga canadensis","G","Pépinière Brossard, Ville de Brossard. Qc."," ","PT","JCHI-H","12"," "," "," ","Pinaceae",""
"1175","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2142-1992*C","Tsuga canadensis 'Cole's Prostrate'","Tsuga canadensis ''Cole'(Prostata)'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JSOU-N1","1"," "," "," ","Pinaceae","Cole's Prostrate'"
"1176","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"662-1999*A","Tsuga canadensis 'Gracilis'","Tsuga canadensis 'Gracilis'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-13CTR","4"," "," "," ","Pinaceae","Gracilis'"
"1177","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1967-2001*D","Tsuga canadensis","Tsuga canadensis","G","Pépinière La Samare, Qc"," ","PT","JPRE-ERS","7"," "," "," ","Pinaceae",""
"1178","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1901-2001*A","Tsuga canadensis 'Stewart's Gem'","Tsuga canadensis 'Stewart's Gem'","G","Corn Hill Nursery Ltd. R.R. 5, Petitcodiac, N.B."," ","PT","JFRU-11A","3"," "," "," ","Pinaceae","Stewart's Gem'"
"1179","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"662-99-2014*A","Tsuga canadensis 'Gracilis'","Tsuga canadensis 'Gracilis'","G","Au Jardin de Jean-Pierre enr., Qc"," ","CT","JFRU-ROC","1"," "," "," ","Pinaceae","Gracilis'"
"1180","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2115-2008*C","Tsuga canadensis","Tsuga canadensis","U","Du JBM de provenance inconnue"," ","EX","JSOU-M2","2"," "," "," ","Pinaceae",""
"1181","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2773-1985*B","Tsuga canadensis 'Calvert'","Tsuga canadensis 'Calvert'","G","Hortico Inc., Waterdown, Ontario"," ","PT","JALP-L","1"," "," "," ","Pinaceae","Calvert'"
"1182","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"942-2017*A","Tsuga canadensis 'Hebefolia'","Tsuga canadensis 'Hebefolia'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU","1"," "," "," ","Pinaceae","Hebefolia'"
"1183","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1835-1986*A","Tsuga canadensis 'Gentsch White'","Tsuga canadensis 'Gentsch White'","G","Wildwood Gardens, Chardon, Ohio. Par: D. Easterbrook"," ","PT","JALP-T","1"," "," "," ","Pinaceae","Gentsch White'"
"1184","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1230-1991*D","Tsuga canadensis","Tsuga canadensis","G","Pépinière Brossard, Ville de Brossard. Qc."," ","PT","JCHI-D","1"," "," "," ","Pinaceae",""
"1185","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1967-2001*E","Tsuga canadensis","Tsuga canadensis","G","Pépinière La Samare, Qc"," ","PT","JPRE-ERC","1"," "," "," ","Pinaceae",""
"1186","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2772-1985*B","Tsuga canadensis 'Bennett'","Tsuga canadensis 'Bennett'","G","Hortico Inc., Waterdown, Ontario."," ","PT","JSOU-M2","1"," "," "," ","Pinaceae","Bennett'"
"1187","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1628-1957*A","Tsuga canadensis 'Curtis Ideal'","Tsuga canadensis 'Curtis Ideal'","G","Curtis Nur. Inc., Callicoon, N.Y., USA."," ","PT","JSOU-C1","2"," "," "," ","Pinaceae","Curtis Ideal'"
"1188","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2142-1992*B","Tsuga canadensis 'Cole's Prostrate'","Tsuga canadensis ''Cole'(Prostata)'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JSOU-E4","1"," "," "," ","Pinaceae","Cole's Prostrate'"
"1189","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1757-1995*D","Tsuga canadensis 'Geneva'","Tsuga canadensis 'Geneva'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JJAP-T5","1"," "," "," ","Pinaceae","Geneva'"
"1190","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2462-1985*A","Tsuga canadensis 'Pendula'","Tsuga canadensis 'Pendula'","G","W.H. Perron, Ville de Laval, P.Q."," ","PT","JSOU-E3","1"," "," "," ","Pinaceae","Pendula'"
"1191","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2462-1985*B","Tsuga canadensis 'Pendula'","Tsuga canadensis 'Pendula'","G","W.H. Perron, Ville de Laval, P.Q."," ","PT","JSOU-R9","1"," "," "," ","Pinaceae","Pendula'"
"1192","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2115-2008*B","Tsuga canadensis","Tsuga canadensis","U","Du JBM de provenance inconnue"," ","EX","JSOU-M2","2"," "," "," ","Pinaceae",""
"1193","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2144-1992*A","Tsuga canadensis 'Gentsch White'","Tsuga canadensis 'Gentsch White'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JSOU-M1","3"," "," "," ","Pinaceae","Gentsch White'"
"1194","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1835-1986*B","Tsuga canadensis 'Gentsch White'","Tsuga canadensis 'Gentsch White'","G","Wildwood Gardens, Chardon, Ohio. Par: D. Easterbrook"," ","PT","JALP-5","1"," "," "," ","Pinaceae","Gentsch White'"
"1195","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1734-2010*A","Tsuga canadensis 'Bennett'","Tsuga canadensis 'Bennett'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JJAP-K2","3"," "," "," ","Pinaceae","Bennett'"
"1196","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1743-1990*A","Tsuga canadensis 'Lustgarten Creeping'","Tsuga canadensis 'Lustgarten Creeping'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JALP-5","1"," "," "," ","Pinaceae","Lustgarten Creeping'"
"1197","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1967-2001*C","Tsuga canadensis","Tsuga canadensis","G","Pépinière La Samare, Qc"," ","PT","JPRE-ERB","8"," "," "," ","Pinaceae",""
"1198","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1912-2000*A","Tsuga canadensis","Tsuga canadensis","W","Viola, Stefano","Canada: Québec: Mont Saint-Hilaire. Stefano Viola s.n. 21 Jun 2000.","PT","JPRE-ERS","1"," "," "," ","Pinaceae",""
"1199","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1341-1996*G","Tsuga canadensis","Tsuga canadensis","G","De Pépinière Giorgio Nanni, hort. retraité.Les Cèdres (Québec)"," ","PT","JSOU-H2","1"," "," "," ","Pinaceae",""
"1200","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1970-2011*A","Tsuga canadensis","Tsuga canadensis","W","JBM - Index Seminum no. 68 (2011)","Canada: Québec: MRC Argenteuil: Mille-Isles. Forêt coniférienne. ca 215 m. 45°47'40.49""N, 74°9'38.5""W. Bernard, M.-J.; Coursol, F.; Gaudette, R. s.n. 24 Oct 2011.","SD","JFRU-11A","3"," "," "," ","Pinaceae",""
"1201","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1757-1995*C","Tsuga canadensis 'Geneva'","Tsuga canadensis 'Geneva'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JALP-T","4"," "," "," ","Pinaceae","Geneva'"
